acgme_id,rise_program_id,program_name,state,faculty_name,degree,role,subspecialty_interest,medical_school,residency_program,fellowship_program,trained_here,puerto_rico_tie,pr_tie_type,pr_tie_school,spanish_documented,section_status,confidence,source_url,roster_completeness,absence_message,adversarially_validated
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"David Paydarfar, M.D.",M.D.,"Chair, Department of Neurology; Professor; runs the Paydarfar Lab",Neural control of breathing; digital-twin neurovascular work,,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/units/department-of-neurology,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Esther Melamed, M.D., Ph.D.","M.D., Ph.D.",Associate Chair for Research; Associate Professor; founder of the MS and Neuroimmunology Clinic at Dell Seton; Research Director of UT Medicine's Post-COVID-19 Program; runs the Melamed Lab,"MS / neuroimmunology; PI on work into 'genetic, environmental, and sex differences in multiple sclerosis and advancing patient-specific treatments'",,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/directory/esther-melamed,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Leorah Freeman, M.D., Ph.D.","M.D., Ph.D.",Associate Professor; medical director and creator of the Moving Stronger program,Advanced MS imaging - 'the application of advanced imaging techniques to determine the mechanisms driving disability progression in multiple sclerosis',,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/directory/leorah-freeman,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Ethan Meltzer, M.D.",M.D.,Program Director (this program); Assistant Professor,MS / neuroimmunology,,,,,,,,,CONFLICT,HIGH,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis-and-neuroimmunology-center-care-team,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Navid Valizadeh, MB BCh BAO, MRCPI","MB BCh BAO, MRCPI",Associate Program Director; Assistant Professor; joint appointment in Neurosurgery,MS / neuroimmunology,,,,,,,,,CONFLICT,HIGH,https://utmedicine.org/clinics/mulva-clinic-for-the-neurosciences/multiple-sclerosis-and-neuroimmunology-center-care-team,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"John Jefferson, M.D.",M.D.,Site Associate Program Director (Ascension Seton Medical Center Austin); Assistant Professor,,,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/team,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Steven Warach, M.D.",M.D.,Leads the thrice-weekly stroke huddle; nationally known vascular neurology figure,Vascular neurology,,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/neurology-residency/curriculum,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Max Padrick, M.D.",M.D.,"Program Director, Vascular Neurology Fellowship",Vascular neurology,,,,,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/education/academics/graduate-medical-education/vascular-neurology-fellowship,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Krishna Pokala, M.D.",M.D.,"Director, Clinical Neurophysiology Fellowship",Clinical neurophysiology; EMG/neuromuscular and EEG/epilepsy,,,,,,,,,CONFLICT,HIGH,https://www.aan.com/Fellowship/Home/ListingView/2047?searchString=6%7C%7C%7C%7Cname,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
1804800001,RISE-NEURO-0247,University of Texas at Austin Dell Medical School/Ascension Seton Medical Center Program,TX,"Mariana Georgeta Varga, M.D.",M.D.,"AFFILIATE Faculty, Department of Neurology (the dossier notes 'Affiliate', not core)",Movement disorders,,Oklahoma University Health Sciences Center,"Movement Disorders fellowship, Cleveland Clinic",False,,,,,CONFLICT,HIGH,https://dellmed.utexas.edu/directory/mariana-georgeta-varga,"13 named faculty verified individually against an unresolved official count of 30 (FREIDA physician faculty, 1.90:1 ratio, ~27% of full-time faculty female) versus 'over 100 members' (the department's own Directors' Welcome). REGISTRY DEFECT CONFIRMED: 'Program Faculty Count: 0', 'Faculty Resident Ratio: 0.00:1' and 'Faculty Distribution: Physicians: 0; non-physicians: 0' are FREIDA null sentinels","Research complete · No complete core-faculty roster is publicly enumerable for this program, and two official numbers disagree without a reconcilable denominator. FREIDA's survey_2026 reports 30 physician faculty and a 1.90:1 full-time-faculty-to-resident ratio (1.90 x 16 = 30.4, internally consistent); the Directors' Welcome, written by this program's own PD and the chair, states 'Our growing neurology faculty, currently over 100 members, offers a multitude of training and research opportunities.' The likely but unproven reconciliation is that 100+ is the whole Dell Med Department of Neurology - adult neurology, child neurology, PM&R-adjacent faculty, clinical neuropsychologists and PhD researchers across the Mulva Clinic - while 30 is the subset of physician faculty the program attributes to this residency on the AMA survey. The dossier does NOT resolve 30 vs 100+; both are official and answer different questions. An attempt to enumerate the full department roster programmatically failed: the team page is JS-rendered against a Craft CMS 'reliquary' search action whose POST was rejected without the full internal payload shape, though its pagination hint (pages 0-3 at limit 50, implying roughly 150-200 directory entries) is weak corroboration for a department far larger than 30.",NO
