program_id,acgme_id,program_name,specialty,state,visa,usmle,comlex,attempts,yog,usce,ecfmg,application_deadline,signaling,resident_roster,resident_medical_school,img_evidence,do_evidence,usmd_evidence,caribbean_evidence,leadership,salary_benefits,size_structure,curriculum_features,fellowship_outcomes
rise_prg_661b68c2-5d41-57ed-9908-efd26c992aa9,4400100001,Mobile Infirmary Medical Center Program,Surgery-General,AL,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_e75a937b-ae38-5897-9dfe-d1532965b02c,1400100003,Mobile Infirmary Medical Center Program,Internal Medicine,AL,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_d05b12fa-26e4-5a34-963d-b258192326ab,1203511217,Mohawk Valley Health System Inc Program,Family Medicine,NY,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_06d5e22e-bd78-5927-b5da-1e1a6efadd83,9993500002,"Mohawk Valley Health System, Inc Program",Transitional Year,NY,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_58d63556-3589-54be-b002-8f517107287d,4003500002,"Mohawk Valley Health System, Inc Program",Psychiatry,NY,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_b6ae90c9-5b6a-52c3-a781-55ecc9eef915,4403500004,"Mohawk Valley Health System, Inc Program",Surgery-General,NY,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_1881c0aa-034b-534c-b362-1835bbb9d220,1202921590,Montana Family Medicine Residency Program,Family Medicine,MT,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_284c5b43-d98a-533c-8294-a6fdeeae1cf8,1202900002,Montana Family Medicine Residency Program,Family Medicine,MT,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_e450e374-5714-59aa-bd50-919b02c50f77,1103512030,Montefiore Medical Center/Albert Einstein College of Medicine (Jacobi/Montefiore) Program,Emergency Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_31fd95b8-7c8d-5cf4-a193-2cf54cdfaa72,1403521287,Montefiore Medical Center/Albert Einstein College of Medicine (Moses and Weiler Campuses) Program,Internal Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,RESEARCHED_NOT_FOUND,RESEARCHED_NOT_FOUND,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_daedda05-a8ee-5bc5-b852-181eb9732453,1403511258,Montefiore Medical Center/Albert Einstein College of Medicine (New Rochelle) Program,Internal Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,RESEARCHED_NOT_FOUND
rise_prg_251976d6-09b0-510d-84f7-c8825c848086,1403521285,Montefiore Medical Center/Albert Einstein College of Medicine (Wakefield Campus) Program,Internal Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING,EVIDENCE_FOUND_REVIEW_PENDING,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,EVIDENCE_FOUND_REVIEW_PENDING
rise_prg_2601432b-8feb-5fdd-a26c-24a61a6ffc02,3623500157,Montefiore Medical Center/Albert Einstein College of Medicine of Yeshiva University Program,Plastic Surgery-Integrated,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_0007d789-7699-52b7-8534-600b99abfde6,1603521051,Montefiore Medical Center/Albert Einstein College of Medicine Program,Neurological Surgery,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_08559c94-ec97-57c9-a675-3b6fef3a9c43,2803521133,Montefiore Medical Center/Albert Einstein College of Medicine Program,Otolaryngology-Head and Neck Surgery,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_15708437-3fcb-5a72-bcd3-07e75183e86d,4603521058,Montefiore Medical Center/Albert Einstein College of Medicine Program,Thoracic Surgery,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_1cc2ea48-43a9-5634-bc5e-e6db672b8beb,3403521043,Montefiore Medical Center/Albert Einstein College of Medicine Program,Physical Medicine and Rehabilitation,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_3cc44570-1a49-5784-9f9a-3caa97197a19,3003521230,Montefiore Medical Center/Albert Einstein College of Medicine Program,Pathology-Anatomic and Clinical,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_4b784865-6f9c-5718-bc3f-a140c92ff458,1853521002,Montefiore Medical Center/Albert Einstein College of Medicine Program,Child Neurology,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_528fc14d-83b1-5946-b580-23477aece1a7,2203521178,Montefiore Medical Center/Albert Einstein College of Medicine Program,Obstetrics and Gynecology,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_548eaecc-6785-501c-86eb-f840eec8d69c,4163500010,Montefiore Medical Center/Albert Einstein College of Medicine Program,Interventional Radiology-Integrated,NY,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_550d6e71-d7fb-5cdb-9d7b-70b92f6105b7,4513500114,Montefiore Medical Center/Albert Einstein College of Medicine Program,Vascular Surgery-Integrated,NY,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6b97f642-8c6c-5d14-b32d-6ce647bceeea,1303531008,Montefiore Medical Center/Albert Einstein College of Medicine Program,Medical Genetics and Genomics,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6be7dc87-3545-5642-b269-84ab4324cbcb,2003521047,Montefiore Medical Center/Albert Einstein College of Medicine Program,Nuclear Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_6c92f787-9645-51cd-8b89-051879ee2841,1203521209,Montefiore Medical Center/Albert Einstein College of Medicine Program,Family Medicine,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_725b5cb3-fb4c-50a5-b67b-bbbc7366c545,4153542010,Montefiore Medical Center/Albert Einstein College of Medicine Program,Interventional Radiology-Independent,NY,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_742b1851-3a9e-5f64-9ca9-c5e07e548dda,2603521187,Montefiore Medical Center/Albert Einstein College of Medicine Program,Orthopaedic Surgery,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_911ddb7b-f6b8-56b3-9af3-d8f4097cbf5d,4203521126,Montefiore Medical Center/Albert Einstein College of Medicine Program,Radiology-Diagnostic,NY,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_9c937b9c-1104-5096-822a-590b45ed9fd4,1803521070,Montefiore Medical Center/Albert Einstein College of Medicine Program,Neurology,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
rise_prg_ab7d05f0-641c-5b89-824e-a19cd61655fc,4303521061,Montefiore Medical Center/Albert Einstein College of Medicine Program,Radiation Oncology,NY,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED,NOT_RESEARCHED,AVAILABLE_LIVE,AVAILABLE_LIVE,AVAILABLE_LIVE,NOT_RESEARCHED
